"tweet_id","label","subset","split","source"
"1204362205250117636","misogyny","SELA","test","twitter"
"1206920547428384770","misogyny","SELA","test","twitter"
"1208086753879511041","misogyny","SELA","train","twitter"
"1211782685548527627","misogyny","SELA","train","twitter"
"1231635866172477443","misogyny","MULTI:VARW+DDSS","train","twitter"
"1209962818470121473","misogyny","SELA","train","twitter"
"1208868057650810880","misogyny","SELA","dev","twitter"
"1206950409253871618","misogyny","SELA","train","twitter"
"1209999904128585729","misogyny","SELA","train","twitter"
"1214253936732987396","misogyny","SELA","train","twitter"
"1207661746862858240","misogyny","SELA","train","twitter"
"1230499900015529986","misogyny","SELA","dev","twitter"
"1210967189005537280","misogyny","SELA","test","twitter"
"1210255386030292992","misogyny","MULTI:SELA+VARW","dev","twitter"
"1211757104551354374","misogyny","SELA","dev","twitter"
"1210363205710733313","misogyny","SELA","dev","twitter"
"1208152409748516864","misogyny","MULTI:VARW+DDSS","test","twitter"
"1213776631459958785","misogyny","VARW","test","twitter"
"1209306132029853697","misogyny","SELA","dev","twitter"
"1204070527603744768","misogyny","SELA","test","twitter"
"1208145724879364100","misogyny","SELA","dev","twitter"
"1209890813213335558","misogyny","SELA","test","twitter"
"1212214164850003968","misogyny","SELA","train","twitter"
"1208986562723229696","misogyny","SELA","train","twitter"
"1210255819742334978","misogyny","SELA","train","twitter"
"1203811233415225350","misogyny","SELA","train","twitter"
"1207303182088622081","misogyny","MULTI:SELA+VARW","train","twitter"
"1213929042841423872","misogyny","SELA","dev","twitter"
"1210624088986787846","misogyny","VARW","train","twitter"
"1202955720901234690","misogyny","SELA","dev","twitter"
"1206041365458477056","misogyny","MULTI:VARW+DDSS","train","twitter"
"1213895941238996998","misogyny","SELA","test","twitter"
"1206712787256389633","misogyny","SELA","train","twitter"
"1210009037670092801","misogyny","SELA","train","twitter"
"1210036959474786304","misogyny","SELA","train","twitter"
"1211069177349525504","misogyny","SELA","train","twitter"
"1205805374839894016","misogyny","MULTI:SELA+VARW","train","twitter"
"1208758595074048001","misogyny","SELA","test","twitter"
"1238787661269291009","misogyny","MULTI:VARW+DDSS","test","twitter"
"1206115568216092672","misogyny","MULTI:SELA+VARW","dev","twitter"
"1209681912492675072","misogyny","SELA","dev","twitter"
"1214512598336622593","misogyny","MULTI:SELA+VARW","test","twitter"
"1211237059807121409","misogyny","MULTI:SELA+VARW","train","twitter"
"1205335713497206786","misogyny","SELA","dev","twitter"
"1210712115742412800","misogyny","SELA","dev","twitter"
"1210912199402819584","misogyny","SELA","dev","twitter"
"1208838457352753152","misogyny","SELA","train","twitter"
"1211558813259706368","misogyny","SELA","train","twitter"
"1213533183532261376","misogyny","SELA","dev","twitter"
"1207502949980758017","misogyny","SELA","dev","twitter"
"1205717264923799552","misogyny","SELA","test","twitter"
"1212922061758304256","misogyny","SELA","train","twitter"
"1208057885181304833","misogyny","SELA","train","twitter"
"1209983672524451850","misogyny","SELA","test","twitter"
"1211040692283346944","misogyny","SELA","test","twitter"
"1208514978292142083","misogyny","MULTI:SELA+VARW","train","twitter"
"1210290058558869505","misogyny","MULTI:SELA+VARW","train","twitter"
"1207372043869736962","misogyny","SELA","train","twitter"
"1209947568190427137","misogyny","SELA","test","twitter"
"1208118360212418560","misogyny","SELA","train","twitter"
"1214139415955673088","misogyny","VARW","train","twitter"
"1209916517095297032","misogyny","SELA","test","twitter"
"1203697821582540801","misogyny","SELA","train","twitter"
"1207618549143015425","misogyny","SELA","train","twitter"
"1214954754134216704","misogyny","MISOCORPUS","test","twitter"
"1204577992787275776","misogyny","SELA","test","twitter"
"1208153403186188288","misogyny","SELA","dev","twitter"
"1210601271993851904","misogyny","SELA","test","twitter"
"1213536947295137794","misogyny","SELA","train","twitter"
"1204454451827884032","misogyny","SELA","test","twitter"
"1214333547928006663","misogyny","MULTI:SELA+VARW","train","twitter"
"1210659818895224832","misogyny","SELA","train","twitter"
"1204805270251212800","misogyny","MULTI:SELA+VARW","train","twitter"
"1232301022397304833","misogyny","SELA","train","twitter"
"1212764219017506817","misogyny","SELA","test","twitter"
"1210241586208088064","misogyny","SELA","train","twitter"
"1210585470410862592","misogyny","SELA","train","twitter"
"1205074805575364608","misogyny","MULTI:SELA+VARW","dev","twitter"
"1210769479128371202","misogyny","SELA","train","twitter"
"1210751127903297536","misogyny","DDSS","dev","twitter"
"1204544499579535360","misogyny","SELA","train","twitter"
"1206067507662077952","misogyny","MULTI:SELA+VARW","train","twitter"
"1206861434950443009","misogyny","MULTI:SELA+VARW","train","twitter"
"1208477038732034048","misogyny","MULTI:SELA+VARW","train","twitter"
"1214955083106045952","misogyny","SELA","train","twitter"
"1214923271965204481","misogyny","SELA","train","twitter"
"1207497634585489408","misogyny","SELA","train","twitter"
"1209254375182491652","misogyny","SELA","train","twitter"
"1211949058501296128","misogyny","DDSS","test","twitter"
"1212111021172776960","misogyny","MULTI:VARW+DDSS","dev","twitter"
"1205780927223390210","misogyny","SELA","train","twitter"
"1210681080967311365","misogyny","DDSS","test","twitter"
"1207822903452086273","misogyny","SELA","train","twitter"
"1214928355662991363","misogyny","SELA","dev","twitter"
"1205504836139175936","misogyny","SELA","train","twitter"
"1208808202948808704","misogyny","MULTI:SELA+VARW","train","twitter"
"1214937672592035840","misogyny","SELA","train","twitter"
"1205635778501644293","misogyny","DDSS","train","twitter"
"1214947943578525699","misogyny","SELA","test","twitter"
"1208181538740940800","misogyny","SELA","train","twitter"
"1211677883091038208","misogyny","SELA","train","twitter"
"1210583002205622272","misogyny","SELA","dev","twitter"
"1209164025214492672","misogyny","SELA","test","twitter"
"1206425251808251904","misogyny","DDSS","test","twitter"
"1213980630704361474","misogyny","DDSS","train","twitter"
"1214908252540018688","misogyny","SELA","train","twitter"
"1214905378821029888","misogyny","SELA","test","twitter"
"1212566647933939716","misogyny","DDSS","train","twitter"
"1214890789484072960","misogyny","SELA","train","twitter"
"1210388995810766848","misogyny","SELA","dev","twitter"
"1204673462641602561","misogyny","SELA","train","twitter"
"1210906757582770177","misogyny","SELA","train","twitter"
"1229597599549841409","misogyny","MULTI:VARW+DDSS","test","twitter"
"1214956075331543041","misogyny","SELA","dev","twitter"
"1236647806926012417","misogyny","MULTI:VARW+DDSS","train","twitter"
"1205346066671063041","misogyny","SELA","train","twitter"
"1203441526912802816","misogyny","SELA","dev","twitter"
"1211117355566338048","misogyny","SELA","dev","twitter"
"1207489291745669120","misogyny","SELA","train","twitter"
"1225955233844596736","misogyny","MULTI:VARW+DDSS","test","twitter"
"1206884755314270208","misogyny","SELA","train","twitter"
"1209301171841773575","misogyny","SELA","test","twitter"
"1224707675797237760","misogyny","MULTI:VARW+DDSS","dev","twitter"
"1231714285694472192","misogyny","MULTI:VARW+DDSS","train","twitter"
"1206268115757260804","misogyny","DDSS","test","twitter"
"1209907641331462145","misogyny","SELA","train","twitter"
"1204645259424272384","misogyny","SELA","train","twitter"
"1239973488108027907","misogyny","MULTI:VARW+DDSS","train","twitter"
"1212820376192978945","misogyny","SELA","train","twitter"
"1210489913969389568","misogyny","MULTI:SELA+VARW","train","twitter"
"1209047709711249409","misogyny","MULTI:SELA+VARW","train","twitter"
"1209143798477000704","misogyny","SELA","dev","twitter"
"1220475178402111489","misogyny","MULTI:VARW+DDSS","train","twitter"
"1212945575785762816","misogyny","SELA","train","twitter"
"1204721271319203840","misogyny","SELA","train","twitter"
"1204210351929221120","misogyny","MULTI:VARW+DDSS","test","twitter"
"1213821441113767936","misogyny","MULTI:SELA+VARW","dev","twitter"
"1214955877117177856","misogyny","SELA","test","twitter"
"1212943910722572288","misogyny","SELA","train","twitter"
"1209223413245599745","misogyny","SELA","test","twitter"
"1212881592932278272","misogyny","SELA","train","twitter"
"1206484047419064320","misogyny","DDSS","train","twitter"
"1212157581537488898","misogyny","DDSS","train","twitter"
"1230120326777970688","misogyny","MULTI:VARW+DDSS","dev","twitter"
"1210690898553643010","misogyny","SELA","train","twitter"
"1210383578976202753","misogyny","SELA","test","twitter"
"1207388753091842050","misogyny","MULTI:SELA+VARW","dev","twitter"
"1226699547344351232","misogyny","MULTI:VARW+DDSS","test","twitter"
"1223311137514696705","misogyny","MULTI:VARW+DDSS","train","twitter"
"1212549952863424512","misogyny","SELA","train","twitter"
"1220797008396587009","misogyny","MULTI:VARW+DDSS","test","twitter"
"1225319631684087808","misogyny","MULTI:VARW+DDSS","test","twitter"
"1208234220298145792","misogyny","MULTI:SELA+VARW","train","twitter"
"1205423404783984640","misogyny","MULTI:SELA+VARW","dev","twitter"
"1208295809130926080","misogyny","MULTI:SELA+VARW","train","twitter"
"1205881899010449408","misogyny","MULTI:SELA+VARW","train","twitter"
"1211023488347246602","misogyny","SELA","train","twitter"
"1210016771815686146","misogyny","MULTI:SELA+VARW","train","twitter"
"1210042980712812550","misogyny","SELA","train","twitter"
"1209483898884907009","misogyny","SELA","train","twitter"
"1207334540580179968","misogyny","MULTI:VARW+DDSS","test","twitter"
"1208020364988747776","misogyny","SELA","train","twitter"
"1204326585115037696","misogyny","MULTI:VARW+DDSS","train","twitter"
"1235848657636749317","misogyny","SELA","test","twitter"
"1206699691209084930","misogyny","MULTI:SELA+VARW","train","twitter"
"1227694783226884096","misogyny","MULTI:SELA+VARW","train","twitter"
"1212928244246339584","misogyny","SELA","dev","twitter"
"1213522905306423304","misogyny","SELA","train","twitter"
"1214946159611072512","misogyny","SELA","train","twitter"
"1208394423438127105","misogyny","DDSS","dev","twitter"
"1206280284167196677","misogyny","MULTI:SELA+VARW","dev","twitter"
"1205400804703780865","misogyny","MULTI:SELA+VARW","train","twitter"
"1214919427801714688","misogyny","SELA","train","twitter"
"1207282278445002753","misogyny","MULTI:SELA+VARW","train","twitter"
"1206306793699323906","misogyny","MULTI:SELA+VARW","test","twitter"
"1210990279341293573","misogyny","SELA","test","twitter"
"1214305610218590209","misogyny","SELA","train","twitter"
"1207120793680973824","misogyny","SELA","test","twitter"
"1214365592758706176","misogyny","SELA","train","twitter"
"1214369084512636929","misogyny","SELA","train","twitter"
"1207930944478466048","misogyny","VARW","train","twitter"
"1205619736320651265","misogyny","MULTI:SELA+VARW","test","twitter"
"1205890744852066306","misogyny","MULTI:SELA+VARW","train","twitter"
"1208791404421484545","misogyny","SELA","train","twitter"
"1208196323880718336","misogyny","MULTI:SELA+VARW","train","twitter"
"1202439280221663233","misogyny","SELA","train","twitter"
"1210179499964452864","misogyny","MULTI:SELA+VARW","train","twitter"
"1211764959568449537","misogyny","DDSS","train","twitter"
"1209067992845312000","misogyny","SELA","dev","twitter"
"1210193848380674048","misogyny","MULTI:SELA+VARW","dev","twitter"
"1210283679303503872","misogyny","MULTI:SELA+VARW","train","twitter"
"1213675059199533056","misogyny","SELA","train","twitter"
"1206988090734194688","misogyny","SELA","dev","twitter"
"1210879966423998470","misogyny","SELA","dev","twitter"
"1205402434182496261","misogyny","MULTI:SELA+VARW","test","twitter"
"1210651123444600832","misogyny","SELA","train","twitter"
"1211716759927115776","misogyny","SELA","train","twitter"
"1214898687635263489","misogyny","SELA","dev","twitter"
"1207518435057504256","misogyny","SELA","train","twitter"
"1209214061159710720","misogyny","SELA","train","twitter"
"1204865162819190784","misogyny","SELA","dev","twitter"
"1207304947483709440","misogyny","SELA","train","twitter"
"1210715767726993408","misogyny","SELA","dev","twitter"
"1205404457632227330","misogyny","MULTI:SELA+VARW","train","twitter"
"1212460600783179776","misogyny","SELA","test","twitter"
"1207549552259141633","misogyny","SELA","dev","twitter"
"1206195355928403968","misogyny","SELA","dev","twitter"
"1209956021692780544","misogyny","DDSS","train","twitter"
"1214864162628755456","misogyny","SELA","dev","twitter"
"1210589288917852162","misogyny","SELA","train","twitter"
"1208778182062678016","misogyny","MULTI:SELA+VARW","train","twitter"
"1208659051887808512","misogyny","SELA","train","twitter"
"1207032535479463937","misogyny","SELA","train","twitter"
"1206760874461073409","misogyny","MULTI:SELA+VARW","train","twitter"
"1207896969374576640","misogyny","SELA","train","twitter"
"1226694162306695168","misogyny","MULTI:VARW+DDSS","train","twitter"
"1206346351094771713","misogyny","SELA","dev","twitter"
"1214897969994051586","misogyny","SELA","dev","twitter"
"1209092808826597376","misogyny","SELA","test","twitter"
"1205392150478934016","misogyny","MULTI:SELA+VARW","test","twitter"
"1205401211429687296","misogyny","MULTI:SELA+VARW","train","twitter"
"1208835262710796288","misogyny","SELA","train","twitter"
"1207743419323502592","misogyny","SELA","test","twitter"
"1209861421275725830","misogyny","DDSS","train","twitter"
"1207465573078228994","misogyny","MULTI:SELA+VARW","train","twitter"
"1214931560773931009","misogyny","SELA","train","twitter"
"1219719363089063937","misogyny","MULTI:VARW+DDSS","train","twitter"
"1214900528712429568","misogyny","SELA","train","twitter"
"1209195058504880135","misogyny","MULTI:SELA+VARW","train","twitter"
"1204370190525440000","misogyny","SELA","train","twitter"
"1213542362137403393","misogyny","SELA","test","twitter"
"1214908861150314499","misogyny","SELA","dev","twitter"
"1212137330301186049","misogyny","SELA","train","twitter"
"1206589260385673216","misogyny","SELA","train","twitter"
"1205962668877766656","misogyny","DDSS","train","twitter"
"1206794191013056513","misogyny","SELA","dev","twitter"
"1206504493296300032","misogyny","DDSS","train","twitter"
"1212051789064941568","misogyny","SELA","train","twitter"
"1213520586250629122","misogyny","SELA","dev","twitter"
"1206916481650483201","misogyny","SELA","dev","twitter"
"1203607983667724288","misogyny","SELA","train","twitter"
"1207697681373634562","misogyny","MULTI:SELA+VARW","dev","twitter"
"1209879346644688896","misogyny","SELA","train","twitter"
"1209064577390010368","misogyny","DDSS","train","twitter"
"1208802445150838784","misogyny","SELA","train","twitter"
"1207371700184272897","misogyny","SELA","test","twitter"
"1210360127922069505","misogyny","SELA","train","twitter"
"1210678839422193664","misogyny","SELA","dev","twitter"
"1205321918217371649","misogyny","DDSS","dev","twitter"
"1206924075374956547","misogyny","SELA","train","twitter"
"1205408546101350402","misogyny","SELA","dev","twitter"
"1212620069286666240","misogyny","DDSS","train","twitter"
"1210316657211654145","misogyny","SELA","train","twitter"
"1210981086454591489","misogyny","SELA","dev","twitter"
"1206664466861039616","misogyny","SELA","train","twitter"
"1206665948096335872","misogyny","SELA","train","twitter"
"1206266801161670658","misogyny","DDSS","train","twitter"
"1214327637545562112","misogyny","SELA","test","twitter"
"1207520150834106368","misogyny","SELA","train","twitter"
"1202719008732188672","misogyny","SELA","train","twitter"
"1213550910288338944","misogyny","SELA","train","twitter"
"1214021320465354752","misogyny","DDSS","train","twitter"
"1204748792723116033","misogyny","MULTI:VARW+DDSS","test","twitter"
"1212725389266706432","misogyny","SELA","train","twitter"
"1206607800526409730","misogyny","DDSS","train","twitter"
"1208722977396809729","misogyny","SELA","dev","twitter"
"1206563584542748675","misogyny","SELA","dev","twitter"
"1205800455726649344","misogyny","SELA","test","twitter"
"1213890258158403585","misogyny","SELA","dev","twitter"
"1212427982138159104","misogyny","SELA","train","twitter"
"1207634671883948034","misogyny","SELA","train","twitter"
"1210705388238229504","misogyny","DDSS","train","twitter"
"1204433474242981889","misogyny","SELA","test","twitter"
"1210673694093254657","misogyny","SELA","dev","twitter"
"1208956203088396289","misogyny","SELA","train","twitter"
"1206278775786348544","misogyny","DDSS","test","twitter"
"1207444172044734466","misogyny","MULTI:VARW+DDSS","train","twitter"
"1214937343515340801","misogyny","SELA","dev","twitter"
"1225992001918849026","misogyny","DDSS","dev","twitter"
"1224724197806612483","misogyny","DDSS","dev","twitter"
"1214178889657917448","misogyny","SELA","train","twitter"
"1207443506597367808","misogyny","SELA","test","twitter"
"1214167214875709440","misogyny","SELA","dev","twitter"
"1210695919995424768","misogyny","SELA","train","twitter"
"1212058602669821953","misogyny","SELA","train","twitter"
"1204522205561917446","misogyny","SELA","train","twitter"
"1205663694195167235","misogyny","MULTI:SELA+VARW","train","twitter"
"1207851850139086848","misogyny","DDSS","train","twitter"
"1234251996745682945","misogyny","DDSS","test","twitter"
"1205954742754693121","misogyny","SELA","dev","twitter"
"1213517120534974467","misogyny","MULTI:VARW+DDSS","train","twitter"
"1228468911739461634","misogyny","DDSS","train","twitter"
"1207619112836456450","misogyny","SELA","train","twitter"
"1208020590289915905","misogyny","SELA","dev","twitter"
"1206837883207868416","misogyny","SELA","train","twitter"
"1205576481436569606","misogyny","MULTI:VARW+DDSS","train","twitter"
"1202433010370580485","misogyny","SELA","train","twitter"
"1206665190277885952","misogyny","SELA","dev","twitter"
"1211496436367581184","misogyny","SELA","dev","twitter"
"1207293581284855808","misogyny","SELA","train","twitter"
"1204425478347595776","misogyny","SELA","test","twitter"
"1204547687288168448","misogyny","DDSS","test","twitter"
"1211691183749128192","misogyny","SELA","train","twitter"
"1207688832793161728","misogyny","SELA","train","twitter"
"1214931052378152960","misogyny","SELA","train","twitter"
"1206936080110542849","misogyny","DDSS","test","twitter"
"1203428703511994368","misogyny","SELA","train","twitter"
"1204070934556086272","misogyny","SELA","train","twitter"
"1212795925929832448","misogyny","SELA","test","twitter"
"1204486519580434442","misogyny","SELA","train","twitter"
"1214930094084493314","misogyny","SELA","test","twitter"
"1209070335187935232","misogyny","SELA","test","twitter"
"1210805823808528385","misogyny","DDSS","test","twitter"
"1204973310049697792","misogyny","SELA","test","twitter"
"1210348815334723585","misogyny","SELA","train","twitter"
"1212379527160193024","misogyny","SELA","test","twitter"
"1205850592129748992","misogyny","MULTI:VARW+DDSS","train","twitter"
"1206528092837163009","misogyny","SELA","train","twitter"
"1211995917584343042","misogyny","SELA","train","twitter"
"1207721971708039169","misogyny","SELA","train","twitter"
"1208456866432466945","misogyny","SELA","train","twitter"
"1214872408097804288","misogyny","SELA","train","twitter"
"1209952052060647424","misogyny","DDSS","train","twitter"
"1208121088351162368","misogyny","DDSS","dev","twitter"
"1214916803224375296","misogyny","SELA","train","twitter"
"1214947493005402115","misogyny","SELA","test","twitter"
"1210880646438100994","misogyny","SELA","train","twitter"
"1210271780742615040","misogyny","SELA","train","twitter"
"1205467293754499074","misogyny","SELA","train","twitter"
"1214946116468379653","misogyny","SELA","dev","twitter"
"1206265745786769409","misogyny","DDSS","dev","twitter"
"1204386729295327232","misogyny","SELA","train","twitter"
"1210980777183326208","misogyny","SELA","train","twitter"
"1207890252473552896","misogyny","DDSS","test","twitter"
"1212821970141810688","misogyny","SELA","train","twitter"
"1206047687726051331","misogyny","SELA","test","twitter"
"1211811231839006720","misogyny","SELA","train","twitter"
"1232977970404438016","misogyny","MULTI:VARW+DDSS","train","twitter"
"1207905634760495104","misogyny","DDSS","test","twitter"
"1213093108973527041","misogyny","DDSS","train","twitter"
"1204431873348272129","misogyny","SELA","train","twitter"
"1206528751145816069","misogyny","SELA","test","twitter"
"1207130248300711936","misogyny","SELA","test","twitter"
"1237107387921825794","misogyny","DDSS","train","twitter"
"1204255007060705282","misogyny","SELA","train","twitter"
"1227580499536883713","misogyny","DDSS","dev","twitter"
"1208587438714691584","misogyny","SELA","train","twitter"
"1206719569185976320","misogyny","DDSS","train","twitter"
"1208412210432790533","misogyny","SELA","train","twitter"
"1204464414684073986","misogyny","SELA","dev","twitter"
"1236899729021247488","misogyny","MULTI:VARW+DDSS","dev","twitter"
"1221957012453498880","misogyny","MULTI:VARW+DDSS","train","twitter"
"1204635199444795392","misogyny","SELA","train","twitter"
"1227510807572951040","misogyny","DDSS","train","twitter"
"1202298173978480641","misogyny","SELA","dev","twitter"
"1204520710711975937","misogyny","SELA","test","twitter"
"1210347977866457088","misogyny","SELA","train","twitter"
"1213689612394209285","misogyny","SELA","dev","twitter"
"1203069915688771587","misogyny","SELA","train","twitter"
"1209076319457288192","misogyny","MULTI:SELA+VARW","train","twitter"
"1209186212302467074","misogyny","DDSS","train","twitter"
"1210875919583326220","misogyny","SELA","test","twitter"
"1219880093088129024","misogyny","MULTI:VARW+DDSS","test","twitter"
"1212843487999205395","misogyny","SELA","dev","twitter"
"1205881022325383168","misogyny","SELA","train","twitter"
"1208749004168867842","misogyny","SELA","dev","twitter"
"1214908653465198592","misogyny","SELA","train","twitter"
"1232583722404401152","misogyny","SELA","train","twitter"
"1213903859137036289","misogyny","MULTI:SELA+VARW","train","twitter"
"1202358421674180614","misogyny","SELA","dev","twitter"
"1211645583527563264","misogyny","SELA","test","twitter"
"1212576383697858561","misogyny","SELA","test","twitter"
"1205405239584706561","misogyny","SELA","dev","twitter"
"1206665768433311744","misogyny","SELA","train","twitter"
"1209892612670398473","misogyny","SELA","train","twitter"
"1211840512891768832","misogyny","SELA","test","twitter"
"1208151449148043264","misogyny","SELA","dev","twitter"
"1205810735231700992","misogyny","MULTI:VARW+DDSS","train","twitter"
"1206517338889170945","misogyny","MULTI:SELA+VARW","train","twitter"
"1207052631581048833","misogyny","SELA","train","twitter"
"1206929492150755328","misogyny","MULTI:SELA+VARW","dev","twitter"
"1207830795580313602","misogyny","SELA","train","twitter"
"1213579841959874561","misogyny","MULTI:VARW+DDSS","train","twitter"
"1210205535854907394","misogyny","SELA","test","twitter"
"1206990949882191872","misogyny","DDSS","train","twitter"
"1211630202931105792","misogyny","SELA","test","twitter"
"1206783488504029184","misogyny","SELA","test","twitter"
"1211654462844145665","misogyny","DDSS","test","twitter"
"1214916449816469507","misogyny","SELA","train","twitter"
"1209611533979934721","misogyny","DDSS","train","twitter"
"1213990297199423488","misogyny","DDSS","train","twitter"
"1210280510574022662","misogyny","SELA","train","twitter"
"1203699969242419200","misogyny","SELA","train","twitter"
"1212025038414716933","misogyny","SELA","dev","twitter"
"1204215838863233026","misogyny","SELA","train","twitter"
"1208197273609494531","misogyny","SELA","train","twitter"
"1210237586784030720","misogyny","SELA","dev","twitter"
"1203632756363866112","misogyny","SELA","train","twitter"
"1209531536028184576","misogyny","SELA","test","twitter"
"1205922828870127622","misogyny","MULTI:SELA+VARW","train","twitter"
"1207301450038235136","misogyny","SELA","train","twitter"
"1224975575376375808","misogyny","MULTI:SELA+VARW","train","twitter"
"1238463530178957312","misogyny","MULTI:SELA+VARW","train","twitter"
"1227957824178749442","misogyny","MULTI:SELA+VARW","train","twitter"
"1237689197164724226","misogyny","MULTI:SELA+VARW","train","twitter"
"1239174699935989760","misogyny","MULTI:SELA+VARW","train","twitter"
"1222001984737292288","misogyny","SELA","train","twitter"
"1203011003111346177","misogyny","SELA","test","twitter"
"1210743071970713600","misogyny","SELA","train","twitter"
"1213521449715224576","misogyny","SELA","train","twitter"
"1209243838558199808","misogyny","SELA","train","twitter"
"1208668313120890880","misogyny","SELA","train","twitter"
"1207723955613765632","misogyny","MULTI:VARW+DDSS","train","twitter"
"1214030176427876352","misogyny","SELA","train","twitter"
"1203790059083833345","misogyny","MULTI:VARW+DDSS","train","twitter"
"1214690022462574592","misogyny","MULTI:SELA+VARW","train","twitter"
"1207397621989556225","misogyny","SELA","dev","twitter"
"1213988740340817921","misogyny","SELA","train","twitter"
"1239842914068545542","misogyny","MULTI:SELA+VARW","train","twitter"
"1238819992096964608","misogyny","SELA","train","twitter"
"1208065135123632129","misogyny","SELA","train","twitter"
"1221910820243808256","misogyny","MULTI:SELA+VARW","train","twitter"
"1209563193233858560","misogyny","SELA","dev","twitter"
"1224349612800139265","misogyny","MULTI:SELA+VARW","train","twitter"
"1230339985120821248","misogyny","SELA","dev","twitter"
"1226956445251448832","misogyny","MULTI:SELA+VARW","train","twitter"
"1207688481482444800","misogyny","SELA","train","twitter"
"1234570452057677824","misogyny","MULTI:SELA+VARW","train","twitter"
"1208085932626317314","misogyny","SELA","dev","twitter"
"1207461612203978753","misogyny","SELA","train","twitter"
"1238073670242893825","misogyny","MULTI:SELA+VARW","dev","twitter"
"1238472610335293440","misogyny","SELA","dev","twitter"
"1211072080684486657","misogyny","SELA","test","twitter"
"1236045048724234240","misogyny","MULTI:SELA+VARW","train","twitter"
"1228071567449567233","misogyny","SELA","train","twitter"
"1221426656147124225","misogyny","SELA","test","twitter"
"1210228027835195395","misogyny","SELA","train","twitter"
"1238762630224973824","misogyny","MULTI:SELA+VARW","train","twitter"
"1214798072229879808","misogyny","MULTI:SELA+VARW","train","twitter"
"1228681393401729026","misogyny","MULTI:SELA+VARW","train","twitter"
"1211033429640404993","misogyny","MULTI:SELA+VARW","train","twitter"
"1204710851942457344","misogyny","SELA","train","twitter"
"1237313339497369606","misogyny","MULTI:SELA+VARW","test","twitter"
"1218913237950980096","misogyny","MULTI:SELA+VARW","dev","twitter"
"1237447052445048833","misogyny","SELA","train","twitter"
